policy,delay,delay_mean_s,episode,episode_seed,n_ac,rho,los_pairs,los_seconds,n_aircraft,mean_episode_reward,ep_reward_total,ep_length,ep_los_steps,ep_los_seconds,ep_los_fraction,ep_los_events,ep_flight_hours,ep_los_events_per_fh,ep_exit_deviation_nm,ep_arrival_rate,ep_manoeuvred_exits,ep_exits,ep_mean_drift_deg,ep_turns,ep_speed_changes,ep_turns_per_fh,ep_speed_changes_per_fh,ep_delay_mean_s,ep_focus_hold_steps,ep_discarded
policy,lognormal,90.0,34,6269247,17,4.034264267523054e-05,0,0,17,-0.32847408275925827,-1243.2744032437924,3785,78,367,0.01939233817701453,7,89.18194444444444,0.07849122424506705,15.315265742990494,0.9253731343283582,24,134,2.760397272889259,531,44,5.954120010590086,0.49337340954042147,91.11940298507463,64.82758620689656,505
policy,lognormal,90.0,35,6277166,27,8.846309314320015e-05,0,0,27,-0.9458859226159818,-2966.298253323719,3136,218,1023,0.06524234693877551,23,117.29305555555555,0.1960900403784443,13.894353269294893,0.9004524886877828,44,221,3.6425429392948323,1286,127,10.963990953333886,1.0827580490461925,92.85611510791367,40.14102564102564,1270
policy,lognormal,90.0,36,6285085,19,9.938299514983503e-05,0,0,19,-0.6159084617286635,-1567.4870350994486,2545,102,477,0.0374852652259332,8,66.90833333333333,0.1195665711794744,6.126892659371418,0.9337016574585635,23,181,1.917847330707382,728,115,10.88055797733217,1.7187694607049446,90.20930232558139,63.02564102564103,754
policy,lognormal,90.0,37,6293004,23,4.655527093985881e-05,0,0,23,-0.5414462788611575,-2281.1131728420564,4213,166,775,0.036790885354854024,18,134.30138888888888,0.13402690879758422,10.5959990133811,0.9405940594059405,36,202,1.4665219251255124,861,77,6.410953804151112,0.5733373320785548,86.39814814814815,68.08196721311475,826
policy,lognormal,90.0,38,6300923,30,4.806059630494031e-05,0,0,30,-0.6556050837365623,-3262.946501756871,4977,219,1023,0.04110910186859554,23,206.9875,0.11111782112446403,17.019489209237236,0.9139784946236559,51,279,2.326229917507241,1405,162,6.78784950782052,0.7826559574853553,90.05681818181819,46.924528301886795,1390
policy,lognormal,90.0,39,6308842,25,7.80374677263863e-05,0,0,25,-0.5475777604825112,-1830.552453293035,3343,117,539,0.032246485192940474,15,115.77361111111111,0.12956320405004979,9.919214591953615,0.9128440366972477,37,218,1.9913000708287374,973,124,8.404333169379896,1.0710558201470783,84.05555555555556,47.028985507246375,963
policy,lognormal,90.0,40,6316761,26,6.845084422527737e-05,0,0,26,-0.8575466715889217,-3239.8113252629464,3778,234,1067,0.05648491265219693,24,136.10833333333332,0.17633012918630994,18.27390049733559,0.8826086956521739,47,230,2.926659115317075,1275,144,9.367538113022716,1.0579807751178596,93.47297297297297,40.891304347826086,1264
policy,lognormal,90.0,41,6324680,23,9.827900924568421e-05,0,0,23,-1.107120888599188,-2803.230089933144,2532,213,996,0.07867298578199051,19,80.64583333333333,0.23559803668302765,10.767821370820963,0.9298245614035088,29,171,3.3837952355521845,1008,90,12.499095840867993,1.1159907000774993,83.35,38.984375,971
policy,lognormal,90.0,42,6332599,16,9.759533085868229e-05,0,0,16,-0.40096350901442995,-928.6314868774198,2316,63,288,0.024870466321243522,7,51.27916666666667,0.1365076785569188,4.658667499345819,0.9777777777777777,18,135,1.60318417871334,467,64,9.107012269440157,1.2480702039489722,89.79710144927536,64.31428571428572,461
policy,lognormal,90.0,43,6340518,15,9.792926009139699e-05,0,0,15,-0.5876321202920265,-1469.0803007300663,2500,115,545,0.0436,8,51.89861111111111,0.15414670698744884,4.373401667087209,0.9473684210526315,20,133,1.017952891139337,565,58,10.886611180988574,1.117563625659004,100.95,76.28125,559
policy,lognormal,90.0,44,6348437,27,6.268754082667058e-05,0,0,27,-0.8700568836133441,-3435.854633389096,3949,258,1197,0.06062294251709294,22,147.76111111111112,0.1488889724405008,12.494236059411232,0.8936170212765957,51,235,1.933877279549578,1421,121,9.616874083543257,0.8188893484227544,89.21518987341773,46.86904761904762,1377
policy,lognormal,90.0,45,6356356,21,9.49900608757535e-05,0,0,21,-0.8994626299627997,-2593.1507621827514,2883,192,898,0.062296219216094344,15,83.84583333333333,0.17889976643641606,11.238213373689675,0.9022988505747126,33,174,2.8546820232768955,830,96,9.899120409481688,1.1449585051930626,90.02777777777777,47.733333333333334,814
policy,lognormal,90.0,46,6364275,28,8.21596581286479e-05,0,0,28,-0.7566351715867302,-2442.4183338819653,3228,156,706,0.04374225526641883,22,125.22222222222223,0.17568766637089617,18.86405328374874,0.84375,50,224,3.8334319652067292,1410,102,11.259982253771073,0.8145519077196095,92.77027027027027,33.041666666666664,1356
policy,lognormal,90.0,47,6372194,20,6.907355148350297e-05,0,0,20,-0.6893659333661228,-2138.413125301713,3102,147,700,0.04513217279174726,12,85.94583333333334,0.13962282445338633,13.725307506060183,0.8930817610062893,33,159,3.097620387079543,982,103,11.425801134435448,1.1984292432248993,90.29629629629629,49.57377049180328,971
policy,lognormal,90.0,48,6380113,18,7.08822540889503e-05,0,0,18,-0.5845797662016453,-2034.9221661479273,3481,134,632,0.036311404768744615,10,86.76666666666667,0.1152516327314637,14.277735273991901,0.8924731182795699,33,186,2.7110440040546244,951,121,10.960430272762197,1.3945447560507107,93.52678571428571,49.98550724637681,950
policy,lognormal,90.0,49,6388032,17,4.9499798499020196e-05,0,0,17,-0.2223861950669486,-770.5681659069769,3465,44,193,0.01113997113997114,7,81.61805555555556,0.08576533650982728,7.2433373266679695,0.9357142857142857,22,140,1.4644736176515283,493,36,6.0403301284778355,0.44107887347911173,82.7605633802817,87.38461538461539,452
policy,lognormal,90.0,50,6395951,16,6.647018006643115e-05,0,0,16,-0.370555525375928,-981.6015867208333,2649,70,328,0.024764061910154775,5,58.68333333333333,0.08520306731042318,3.1512987957581666,0.9772727272727273,17,132,0.9947750203918201,438,65,7.46378869639307,1.1076398750355014,91.95161290322581,77.76470588235294,438
policy,lognormal,90.0,51,6403870,22,5.549489229554871e-05,0,0,22,-0.710087934888591,-2493.118739393843,3511,193,908,0.051723155796069495,17,107.05,0.1588042970574498,10.995864917431119,0.9397590361445783,32,166,1.787643602171341,871,83,8.136384866884633,0.775338626809902,84.9908256880734,55.22222222222222,840
policy,lognormal,90.0,52,6411789,28,8.284697292497762e-05,0,0,28,-0.6735291547143608,-2463.0961187904177,3657,152,684,0.03740771123872026,20,141.8736111111111,0.1409705430302793,13.118392956501872,0.8947368421052632,52,247,2.1920363127539106,1377,199,9.70582188763473,1.402656903151279,89.92592592592592,39.94505494505494,1405
policy,lognormal,90.0,53,6419708,16,5.4481345893675785e-05,0,0,16,-0.4949512106940879,-1654.6218973503358,3343,126,589,0.03523781034998504,10,74.08888888888889,0.1349730053989202,6.780825879603585,0.9444444444444444,23,144,1.2077512261271366,618,39,8.34133173365327,0.5263947210557889,87.52777777777777,69.1875,577
policy,lognormal,90.0,54,6427627,24,7.184591920353233e-05,0,0,24,-0.6501810696357054,-2164.4527808172634,3329,134,607,0.036467407629918895,16,110.69722222222222,0.14453840556071365,16.287276470264732,0.8969072164948454,42,194,3.38117664361158,1112,95,10.0454191864696,0.8581967830167373,98.03875968992249,42.935064935064936,1075
policy,lognormal,90.0,55,6435546,25,6.836864789355187e-05,0,0,25,-0.49883898523775416,-1689.5676430002734,3387,112,505,0.02981989961617951,15,117.31944444444444,0.127856043565763,12.281232427813338,0.9317073170731708,37,205,2.21660539464386,827,72,7.0491298685923995,0.6137090091156624,86.30555555555556,48.285714285714285,787
policy,lognormal,90.0,56,6443465,20,8.033695135756385e-05,0,0,20,-0.8041673363510943,-2397.222829662612,2981,162,772,0.05179469976517947,9,82.55416666666666,0.10901933074244184,8.44939431818113,0.9502762430939227,27,181,2.539703140112846,948,92,11.48336950487054,1.1144198253671833,93.75757575757575,65.97777777777777,936
policy,lognormal,90.0,57,6451384,17,7.579433222005831e-05,0,0,17,-0.5143941456320279,-1360.5725151967138,2645,93,419,0.03168241965973535,10,62.2625,0.16061031921300942,8.617171308538962,0.9705882352941176,20,136,1.9489831485877338,629,67,10.102389078498293,1.0760891387271632,86.33783783783784,64.07317073170732,621
policy,lognormal,90.0,58,6459303,30,8.431866422770268e-05,0,0,30,-1.6892485622444402,-6383.670316721739,3779,514,2446,0.12945223604128075,40,157.07361111111112,0.25465767112022847,17.584827972372143,0.8628158844765343,59,277,3.707234931183057,1962,134,12.490958768447207,0.8531031982527654,87.93298969072166,35.88461538461539,1894
policy,lognormal,90.0,59,6467222,25,5.033751083768813e-05,0,0,25,-0.5940717005066583,-2744.0171846402545,4619,183,847,0.036674604892833945,21,160.05277777777778,0.13120672000555372,16.78050490227006,0.919831223628692,44,237,2.0258966660073074,1304,160,8.147312518440097,0.9996702476613617,92.10135135135135,49.043010752688176,1309
policy,lognormal,90.0,60,6475141,29,8.477257044192606e-05,0,0,29,-0.837448595697829,-2803.7778983963317,3348,186,868,0.05185185185185185,20,134.51666666666668,0.1486804609094288,17.93766169723329,0.875,52,240,3.716120260983374,1304,174,9.693966051294758,1.2935200099120305,85.65584415584415,35.5531914893617,1313
policy,lognormal,90.0,61,6483060,29,9.68283710221396e-05,0,0,29,-2.2454840816333497,-7605.454584492155,3387,631,2955,0.1744906997342781,64,136.05277777777778,0.4704056840686825,19.792449771802385,0.8490566037735849,66,265,4.8223627803548,2023,135,14.86922966985851,0.9922619898323771,92.58549222797927,28.700854700854702,1959
policy,lognormal,90.0,62,6490979,27,6.546765824304334e-05,0,0,27,-1.366647147261088,-5116.726919345513,3744,407,1916,0.10235042735042735,36,140.07638888888889,0.25700262753457936,17.354261850341604,0.9012875536480687,56,233,3.647899424747195,1633,134,11.657924743443559,0.956620891378712,91.90361445783132,34.330275229357795,1596
policy,lognormal,90.0,63,6498898,26,5.920676951901523e-05,0,0,26,-0.8182724465162693,-3201.0818107716455,3912,234,1103,0.05639059304703477,25,140.96527777777777,0.1773486378639342,9.823799324138362,0.9447004608294931,38,217,2.1122670351210697,1404,138,9.959899502438544,0.9789644810089168,92.79861111111111,52.013333333333335,1392
policy,lognormal,90.0,64,6506817,30,7.89462932625641e-05,0,0,30,-0.7574444443998658,-2825.2677776114992,3730,184,863,0.046273458445040216,17,155.05138888888888,0.10964106882126894,12.843138217778836,0.9125475285171103,49,263,2.3255801023653953,1516,126,9.777403549002571,0.8126338042046992,92.67391304347827,44.670731707317074,1499
policy,lognormal,90.0,65,6514736,29,5.728458187301982e-05,0,0,29,-0.9606754462194226,-3764.887073733917,3919,281,1304,0.06654758867057924,31,157.5222222222222,0.19679762996402625,19.05458808614173,0.851063829787234,63,235,3.4756908362226016,1560,178,9.903364604641322,1.1299992946321507,89.8010752688172,32.65,1545
policy,lognormal,90.0,66,6522655,26,6.11177943023936e-05,0,0,26,-0.7436009019033154,-3257.7155512384247,4381,231,1072,0.048938598493494634,28,157.85972222222222,0.17737266736466095,15.619344609553847,0.8906882591093117,46,247,2.3959248954569836,1302,108,8.247829032456735,0.684151716977978,90.37908496732027,44.45918367346939,1250
policy,lognormal,90.0,67,6530574,19,5.628115579439591e-05,0,0,19,-0.6321898071368446,-2169.6754180936505,3432,156,728,0.04242424242424243,14,90.325,0.15499584832549126,8.88018655248721,0.9137931034482759,30,174,1.8268801218736317,994,61,11.004705231109881,0.675339053418212,88.70408163265306,57.03333333333333,948
policy,lognormal,90.0,68,6538493,19,9.536760240371122e-05,0,0,19,-1.1740995266373688,-3173.591020500808,2703,249,1173,0.08679245283018867,24,71.10694444444445,0.3375197765494072,12.460549343449062,0.8625,33,160,3.7601942189428583,1049,86,14.75242690001367,1.209445865968709,94.78504672897196,39.56060606060606,1024
policy,lognormal,90.0,69,6546412,15,8.099109893422256e-05,0,0,15,-0.1760142069759616,-489.84753801410113,2783,17,74,0.00531800215594682,2,57.78611111111111,0.03461039273181753,8.381466884696069,0.8848920863309353,27,139,1.7423899965326821,449,77,7.770033168293034,1.3325001201749747,93.72058823529412,62.74418604651163,454
policy,lognormal,90.0,70,6554331,20,4.159065409301195e-05,0,0,20,-0.3162682276142333,-1424.788365402121,4505,75,342,0.015183129855715871,7,124.8875,0.05605044540086077,10.340471604978122,0.9668508287292817,29,181,1.504959979187015,727,63,5.821239115203683,0.5044540086077469,87.27884615384616,85.15384615384616,682
policy,lognormal,90.0,71,6562250,16,7.533981935524961e-05,0,0,16,-0.2536644217594966,-661.8104763705267,2609,38,166,0.012725182062092756,5,57.795833333333334,0.08651142671761228,7.1054038508034,0.9389312977099237,20,131,1.62236317216211,491,58,8.495422103669526,1.0035325499243024,91.25373134328358,46.410714285714285,476
policy,lognormal,90.0,72,6570169,20,8.4356759256604e-05,0,0,20,-0.45549981062977474,-1416.6044110585995,3110,97,456,0.02932475884244373,10,86.13888888888889,0.11609158336020639,6.26648399295013,0.9222222222222223,35,180,1.2125725957004736,876,75,10.16962270235408,0.870686875201548,89.63302752293578,52.47457627118644,833
policy,lognormal,90.0,73,6578088,19,4.62181382515503e-05,0,0,19,-0.2347925439783013,-885.8722684301308,3773,45,203,0.010760667903525046,5,99.34722222222223,0.05032853348245491,8.979934015069052,0.9299363057324841,26,157,1.2381562346662864,644,53,6.482315112540192,0.533482454914022,91.92105263157895,67.58181818181818,614
policy,lognormal,90.0,74,6586007,20,6.611352719907007e-05,0,0,20,-0.48983779797420945,-1570.9098181032898,3207,97,447,0.027876520112254444,8,88.85,0.09003939223410243,7.144308267901553,0.9404761904761905,24,168,1.7308291756130696,819,95,9.217782779966235,1.0692177827799663,87.94791666666667,62.80392156862745,814
policy,lognormal,90.0,75,6593926,16,9.157729387656869e-05,0,0,16,-0.5582403348480366,-1372.154743056474,2458,86,399,0.03246541903986981,11,54.43611111111111,0.2020717456753585,8.107200486867889,0.9029850746268657,30,134,2.5814741248937243,831,64,15.265601877838446,1.1756901566566311,85.61702127659575,46.301886792452834,798
policy,lognormal,90.0,76,6601845,23,9.431564691957315e-05,0,0,23,-0.6286543463204063,-1891.6209280781027,3009,126,570,0.03788634097706879,17,95.81388888888888,0.17742730409068508,10.615636495265104,0.918552036199095,37,221,2.4479079245580326,960,107,10.019424231003393,1.1167483257472532,91.76146788990826,40.554054054054056,949
policy,lognormal,90.0,77,6609764,21,4.596113417619698e-05,0,0,21,-0.5416755658468788,-2106.0346000126647,3888,143,678,0.03487654320987654,10,113.15833333333333,0.0883717504970911,9.51179665061644,0.9425287356321839,26,174,1.577711214798812,921,82,8.13903822078209,0.724648354076147,91.0752688172043,70.94444444444444,903
policy,lognormal,90.0,78,6617683,27,9.822531180978729e-05,0,0,27,-1.4311836256188375,-4410.907934157257,3082,349,1640,0.10642439974042829,39,115.26666666666667,0.3383458646616541,18.01512132514564,0.8558558558558559,51,222,5.425747343286646,1359,117,11.790052053209948,1.0150375939849625,86.9342105263158,32.421052631578945,1319
policy,lognormal,90.0,79,6625602,30,8.365525397420205e-05,0,0,30,-0.9075989439627425,-3085.8364094733247,3400,229,1069,0.06288235294117647,26,141.3125,0.18398938522777533,14.958147737081482,0.8862745098039215,46,255,3.42829275956542,1113,128,7.876160990712075,0.9057938965059709,85.93506493506493,33.6,1083
policy,lognormal,90.0,80,6633521,28,9.439240867349163e-05,0,0,28,-1.465801288910715,-4885.5156959394135,3333,387,1801,0.10807080708070807,43,129.25972222222222,0.33266356495857824,19.821828623978615,0.867704280155642,58,257,4.734007781071002,1550,189,11.991361062460378,1.462172413422588,91.01190476190476,29.763636363636362,1564
policy,lognormal,90.0,81,6641440,25,8.868914354957028e-05,0,0,25,-0.7631895519017401,-2577.2911167721763,3377,193,915,0.054190109564702396,15,116.93888888888888,0.1282721269418975,8.591826265460686,0.9213973799126638,39,229,1.8967463700243523,991,147,8.474511853294693,1.2570668440305954,89.38235294117646,47.47142857142857,998
policy,lognormal,90.0,82,6649359,21,7.808406955517746e-05,0,0,21,-1.075614737027008,-3109.6022047450797,2891,236,1089,0.075337253545486,24,84.08611111111111,0.28542169072709855,14.271479781031507,0.8402366863905325,46,169,3.526356323536538,1159,101,13.783489148029467,1.2011496151432064,92.64220183486239,40.2112676056338,1144
policy,lognormal,90.0,83,6657278,23,8.687141170215955e-05,0,0,23,-0.39619316882075273,-1158.0726324630602,2923,57,254,0.017379404721176873,8,93.08611111111111,0.08594192951568141,6.197096767100695,0.9371980676328503,31,207,1.9447657926203739,900,113,9.66846707051416,1.213929754409,90.71844660194175,51.08771929824562,904
