policy,delay,delay_mean_s,episode,episode_seed,n_ac,rho,los_pairs,los_seconds,n_aircraft,mean_episode_reward,ep_reward_total,ep_length,ep_los_steps,ep_los_seconds,ep_los_fraction,ep_los_events,ep_flight_hours,ep_los_events_per_fh,ep_exit_deviation_nm,ep_arrival_rate,ep_manoeuvred_exits,ep_exits,ep_mean_drift_deg,ep_turns,ep_speed_changes,ep_turns_per_fh,ep_speed_changes_per_fh,ep_delay_mean_s,ep_focus_hold_steps,ep_discarded
policy,lognormal,45.0,0,6000001,27,5.211004327558727e-05,0,0,27,-0.3098439752003844,-1311.259703048027,4232,78,373,0.01762759924385633,7,158.36805555555554,0.04420083315062487,9.589188585550646,0.9748953974895398,46,239,1.5728127705414356,805,304,5.08309581232186,1.91957903968428,42.33116883116883,46.7,954
policy,lognormal,45.0,1,6007920,25,8.539162499599113e-05,0,0,25,-0.5827593656320952,-1997.11634602119,3427,130,609,0.03554128975780566,10,118.68888888888888,0.08425388504025463,10.017551776985343,0.9406392694063926,45,219,2.128466595428591,868,391,7.313237221494102,3.2943269050739565,46.30246913580247,36.630434782608695,1097
policy,lognormal,45.0,2,6015839,22,9.089051767727325e-05,0,0,22,-0.4573921990538671,-1318.204317673245,2882,80,372,0.025815405968077725,9,87.8013888888889,0.10250407327143014,11.168803428746504,0.9197860962566845,38,187,2.326030308484717,687,291,7.824477593052501,3.314298369109575,44.895161290322584,42.90909090909091,851
policy,lognormal,45.0,3,6023758,16,5.614090721424542e-05,0,0,16,-0.15073565112563533,-491.8504296229481,3263,16,72,0.004413116763714373,1,72.3125,0.013828867761452032,8.137430845834917,0.9790209790209791,20,143,1.548973207957338,428,139,5.918755401901469,1.9222126188418323,44.821917808219176,69.13333333333334,492
policy,lognormal,45.0,4,6031677,30,9.161027245685475e-05,1,5,30,-0.3815129644673622,-1413.505533351577,3705,59,276,0.014898785425101214,7,153.9875,0.0454582352463674,13.98320488111831,0.8888888888888888,70,279,2.4539856215124547,1239,537,8.04610763860703,3.4872960467570415,42.46280991735537,29.379032258064516,1529
policy,lognormal,45.0,5,6039596,30,6.367204922456714e-05,0,0,30,-0.6992321935453016,-2745.8848240523994,3927,187,865,0.04405398523045582,18,163.26805555555555,0.11024814339064082,15.048475935584362,0.953307392996109,56,257,3.4328866353011414,1325,442,8.11548833292217,2.7072044099257355,44.84978540772532,31.669354838709676,1532
policy,lognormal,45.0,6,6047515,18,6.0776304890689046e-05,0,0,18,-0.15753308902053098,-484.25671564911227,3074,14,64,0.004163955757970072,2,76.64027777777778,0.02609593881952121,6.485713156411719,0.9735099337748344,24,151,1.5619165477463774,498,232,6.497888766060782,3.0271289030644604,45.255102040816325,53.982142857142854,631
policy,lognormal,45.0,7,6055434,15,5.9676586015687395e-05,0,0,15,-0.14158273058042375,-396.9979765475082,2804,14,58,0.004136947218259629,2,58.24722222222222,0.03433640135438028,4.797573755734712,0.9836065573770492,21,122,0.9937111822428863,353,127,6.0603748390481185,2.1803614860031475,43.4375,63.38636363636363,413
policy,lognormal,45.0,8,6063353,27,5.582844963546904e-05,0,0,27,-0.6342690124313435,-2598.6001439312145,4097,179,855,0.041737856968513544,16,153.30972222222223,0.10436389661451491,11.936931257331977,0.9745762711864406,52,236,1.748578699176859,1133,335,7.390268429015337,2.1851190853664058,45.742105263157896,40.127450980392155,1278
policy,lognormal,45.0,9,6071272,25,6.935106141067473e-05,1,5,25,-0.39405155520009805,-1488.3327239907703,3777,88,412,0.021816256288059305,8,130.8375,0.061144549536638955,9.290786064960788,0.972972972972973,35,222,1.4416671472342752,933,318,7.130983089710519,2.4304958440813986,42.80722891566265,49.77333333333333,1082
policy,lognormal,45.0,10,6079191,20,9.686706663473617e-05,0,0,20,-0.3934935210854372,-1006.1629334154629,2557,57,244,0.019084865076261243,8,70.79722222222222,0.11299878369364776,5.691116425013302,0.9879518072289156,30,166,1.5472507702546026,654,273,9.237650566955704,3.8560834935457295,45.5,37.1764705882353,802
policy,lognormal,45.0,11,6087110,16,7.090545193863755e-05,0,0,16,-0.1875732462907655,-539.6482295785323,2877,17,76,0.005283281195689955,3,63.74861111111111,0.04705984879844877,7.604076548190998,0.9699248120300752,29,133,1.5443790038775334,584,233,9.16098389943136,3.6549815900128544,47.01980198019802,46.96610169491525,712
policy,lognormal,45.0,12,6095029,25,5.4635751566909166e-05,0,0,25,-0.24670277922322098,-1099.3075842186727,4456,54,238,0.010682226211849192,6,154.3972222222222,0.038860802763434864,10.168833845391665,0.9273504273504274,44,234,1.0542544641582612,853,332,5.524710792868324,2.1502977529100624,45.90604026845637,50.04545454545455,1032
policy,lognormal,45.0,13,6102948,29,8.97996014105024e-05,0,0,29,-0.4524937238259082,-1663.3669287840385,3676,89,421,0.022905331882480957,10,147.6861111111111,0.06771117422461302,10.668998122471667,0.9555555555555556,55,270,2.3879212543690658,1147,459,7.766471683563113,3.1079428969097376,44.52488687782805,33.822429906542055,1384
