policy,delay,delay_mean_s,episode,episode_seed,n_ac,rho,los_pairs,los_seconds,n_aircraft,mean_episode_reward,ep_reward_total,ep_length,ep_los_steps,ep_los_seconds,ep_los_fraction,ep_los_events,ep_flight_hours,ep_los_events_per_fh,ep_exit_deviation_nm,ep_arrival_rate,ep_manoeuvred_exits,ep_exits,ep_mean_drift_deg,ep_turns,ep_speed_changes,ep_turns_per_fh,ep_speed_changes_per_fh,ep_delay_mean_s,ep_focus_hold_steps,ep_discarded
policy,none,0.0,10,6079191,20,9.686706663473617e-05,0,0,20,-0.17248766087443135,-441.0509488559209,2557,27,131,0.010246382479468127,1,70.79861111111111,0.014124570868072584,4.445221053858316,0.9636363636363636,33,165,1.1018271758306253,149,66,2.104561059342815,0.9322216772927906,0.0,39.1875,0
policy,none,0.0,11,6087110,16,7.090545193863755e-05,0,0,16,-0.06816369332523085,-196.10694569668917,2877,8,38,0.0026416405978449773,1,63.733333333333334,0.015690376569037656,4.668541586892945,0.9722222222222222,24,144,0.8611561592728749,130,41,2.0397489539748954,0.643305439330544,0.0,72.86486486486487,0
policy,none,0.0,12,6095029,25,5.4635751566909166e-05,0,0,25,-0.030711841949868656,-136.85196772861474,4456,0,0,0.0,0,154.40277777777777,0.0,10.244977539932153,0.9608695652173913,49,230,0.6199661811680561,176,73,1.1398758657911308,0.4727894216065485,0.0,48.34782608695652,0
policy,none,0.0,13,6102948,29,8.97996014105024e-05,0,0,29,-0.11402740786872044,-419.1647513254163,3676,18,83,0.004515778019586507,3,147.68194444444444,0.020313925383942597,7.23359851149392,0.967032967032967,63,273,1.1229690704152284,277,114,1.875652443784033,0.7719291645898186,0.0,30.66949152542373,0
policy,none,0.0,14,6110867,24,7.225792033344514e-05,0,0,24,-0.030930073105858224,-100.83203832509781,3260,0,0,0.0,0,108.39166666666667,0.0,4.291753183466179,0.9797979797979798,38,198,0.6027066338290653,123,72,1.1347735834550627,0.6642577073883293,0.0,41.10126582278481,0
policy,none,0.0,15,6118786,30,6.576649339802706e-05,0,0,30,-0.10667304017146921,-395.43695991563635,3707,14,60,0.0032371189641219314,2,154.12222222222223,0.012976714007641842,7.053297078048973,0.9752066115702479,55,242,1.2320777921142094,182,136,1.1808809746954076,0.8824165525196452,0.0,34.24074074074074,0
policy,none,0.0,16,6126705,27,6.178195181592862e-05,0,0,27,-0.20494483329930005,-850.1111685254966,4148,56,265,0.012777242044358728,7,155.2097222222222,0.045100267559126994,6.7031782125871935,0.963265306122449,56,245,1.3019799084922932,222,220,1.4303227711608846,1.4174369804297053,0.0,43.473684210526315,0
policy,none,0.0,17,6134624,16,7.673893783871535e-05,0,0,16,-0.060104371880619144,-164.38545709349336,2735,0,0,0.0,0,60.580555555555556,0.0,6.585179321133866,0.9436619718309859,33,142,1.4532767354407257,108,64,1.7827502407263056,1.05644458709707,0.0,49.18181818181818,0
policy,none,0.0,18,6142543,22,7.226780431245577e-05,0,0,22,-0.15915134269447911,-522.8121607513639,3285,41,202,0.012298325722983257,3,100.1125,0.029966287926083156,4.470257506226589,0.9788359788359788,34,189,0.6143750228563827,134,52,1.3384941940317143,0.5194156573854414,0.0,59.45454545454545,0
policy,none,0.0,19,6150462,19,5.888784401448484e-05,0,0,19,-0.02235941031131266,-79.77837599076356,3568,0,0,0.0,0,93.90972222222223,0.0,2.8571005083465506,1.0,24,177,0.3920768226283286,98,34,1.043555424092287,0.3620498410116098,0.0,80.93181818181819,0
policy,none,0.0,20,6158381,26,4.847822575301942e-05,0,0,26,-0.024025237202316634,-102.10725810984569,4250,0,0,0.0,0,153.17083333333332,0.0,5.080034500993703,0.9861751152073732,36,217,0.48884188188245686,117,51,0.7638529963820354,0.3329615625255026,0.0,53.58227848101266,0
policy,none,0.0,21,6166300,17,5.701430381926289e-05,0,0,17,-0.03223019574114486,-100.04252758051364,3104,0,0,0.0,0,73.07222222222222,0.0,4.798010323063183,0.9743589743589743,23,156,0.7056247460847085,50,27,0.6842545426898806,0.36949745305253556,0.0,68.6,0
policy,none,0.0,22,6174219,27,4.4774238873528314e-05,0,0,27,-0.0806564766553596,-342.54805635531227,4247,17,73,0.003437720744054627,3,158.95833333333334,0.018872870249017036,5.7876418501301234,0.9817351598173516,48,219,0.7586355329965582,276,122,1.7363040629095674,0.7674967234600262,0.0,41.67,0
policy,none,0.0,23,6182138,15,7.941711257824145e-05,0,0,15,-0.036859904253271895,-91.04396350558159,2470,0,0,0.0,0,51.28055555555556,0.0,4.240608384516991,0.9765625,17,128,1.0312733434473655,74,24,1.4430420887275879,0.4680136503981366,0.0,79.09677419354838,0
policy,none,0.0,24,6190057,26,6.512842724014486e-05,0,0,26,-0.023146597703468864,-82.49447421516304,3564,0,0,0.0,0,128.3875,0.0,3.515188037090693,0.9866666666666667,38,225,0.3813055981991196,87,40,0.6776360627008081,0.31155681043715316,0.0,53.1044776119403,0
policy,none,0.0,25,6197976,23,9.191914932803656e-05,0,0,23,-0.42466722233424603,-1310.5230481234832,3086,103,501,0.03246921581335062,6,98.30416666666666,0.06103505276988938,5.942382075499501,0.9597989949748744,39,199,1.3751541587640859,187,88,1.9022591446615522,0.8951807739583776,0.0,38.59493670886076,0
policy,none,0.0,26,6205895,29,5.801971486739717e-05,0,0,29,-0.088931431508498,-364.79673204785877,4102,14,63,0.0030716723549488053,2,164.87777777777777,0.012130197452658536,7.374822105046889,0.959349593495935,61,246,0.9054749657633437,245,179,1.4859491879506705,1.085652672012939,0.0,30.58955223880597,0
policy,none,0.0,27,6213814,23,8.963640512817955e-05,0,0,23,-0.030133820514348916,-87.08674128646837,2890,0,0,0.0,0,92.03333333333333,0.0,3.0479652524371685,0.9951456310679612,37,206,0.5076265535551879,115,51,1.2495472654835205,0.5541470481709526,0.0,40.81428571428572,0
policy,none,0.0,28,6221733,21,7.911753872348533e-05,0,0,21,-0.19340044889357869,-594.5129798988609,3074,45,218,0.014183474300585556,4,89.39305555555555,0.044746205117847215,4.404883263276142,0.9895287958115183,33,191,0.965128134829277,192,70,2.1478178456566663,0.7830585895623262,0.0,49.77049180327869,0
policy,none,0.0,29,6229652,17,6.323080241592448e-05,0,0,17,-0.018349293837648124,-54.36895764095139,2963,0,0,0.0,0,69.76805555555555,0.0,2.1859814340575863,1.0,17,138,0.4447402186246096,45,48,0.6449943264387953,0.6879939482013816,0.0,66.4090909090909,0
policy,none,0.0,30,6237571,16,4.5937843759634296e-05,0,0,16,-0.01780497822948947,-61.266930087673266,3441,0,0,0.0,0,76.27222222222223,0.0,5.498081259477066,0.9642857142857143,22,140,0.6867705163601592,86,24,1.1275402432806467,0.31466239347366887,0.0,82.04878048780488,0
policy,none,0.0,31,6245490,15,7.243543427813692e-05,0,0,15,-0.02480153338530215,-69.54349961238722,2804,0,0,0.0,0,58.21388888888889,0.0,3.999332221589387,0.9863013698630136,24,146,0.5552840852390276,72,28,1.236818246886482,0.48098487378918736,0.0,77.25,0
policy,none,0.0,32,6253409,20,4.091717418120412e-05,0,0,20,-0.05430927712262394,-211.6432529468655,3897,11,52,0.00266871952784193,1,108.00833333333334,0.009258544865365327,3.9616523362791387,0.9827586206896551,28,174,0.6684482402829314,96,61,0.8888203070750713,0.5647712367872849,0.0,68.10714285714286,0
policy,none,0.0,33,6261328,22,4.586412736647766e-05,0,0,22,-0.08324776212131457,-335.2387380625338,4027,21,100,0.004966476285075739,2,122.7875,0.0162883029624351,4.425714512845763,0.9786096256684492,31,187,0.613958004201921,141,105,1.1483253588516746,0.8551359055278429,0.0,59.96875,0
policy,none,0.0,34,6269247,17,4.034264267523054e-05,0,0,17,-0.05680800227475506,-215.01828860994792,3785,15,69,0.003645970937912814,2,89.19305555555556,0.02242327037169685,2.5378504044618797,1.0,18,126,0.37972648360935823,51,16,0.5717933944782696,0.1793861629735748,0.0,110.32352941176471,0
policy,none,0.0,35,6277166,27,8.846309314320015e-05,0,0,27,-0.2000703454422634,-627.420603306938,3136,44,204,0.013010204081632653,4,117.29444444444445,0.034102211907355656,7.635103995608989,0.9772727272727273,54,220,1.2999503724833674,246,105,2.0972860323023728,0.895183062568086,0.0,27.89189189189189,0
policy,none,0.0,36,6285085,19,9.938299514983503e-05,0,0,19,-0.041044166318023025,-104.45740327936859,2545,0,0,0.0,0,66.93333333333334,0.0,3.876704133124547,0.9754601226993865,32,163,1.0838646568502972,132,45,1.9721115537848604,0.6723107569721115,0.0,43.741379310344826,0
policy,none,0.0,37,6293004,23,4.655527093985881e-05,0,0,23,-0.06103229730909241,-257.1290685632063,4213,17,73,0.0034654640398765727,2,134.30833333333334,0.014891108767140285,4.445597259077445,0.9847715736040609,35,197,0.27150603393642203,87,44,0.6477632313706024,0.3276043928770863,0.0,75.87272727272727,0
policy,none,0.0,38,6300923,30,4.806059630494031e-05,0,0,30,-0.03571276632472388,-177.74243799815076,4977,0,0,0.0,0,206.99722222222223,0.0,7.36206417737432,0.9632352941176471,55,272,0.5329636182246503,257,71,1.2415625545162978,0.34299977187026126,0.0,48.85858585858586,0
policy,none,0.0,39,6308842,25,7.80374677263863e-05,0,0,25,-0.04506342770313055,-150.64703881156544,3343,0,0,0.0,0,115.77361111111111,0.0,6.202537527787702,0.9862385321100917,50,218,0.9387988892984307,152,103,1.3129071343738379,0.8896673344770085,0.0,32.95049504950495,0
policy,none,0.0,40,6316761,26,6.845084422527737e-05,0,0,26,-0.22496335662755584,-849.9115613389059,3778,63,284,0.015034409740603494,8,136.1013888888889,0.05877970875470697,7.072116794361808,0.948936170212766,50,235,0.9901119812183122,178,140,1.30784851979223,1.028644903207372,0.0,37.08910891089109,0
policy,none,0.0,41,6324680,23,9.827900924568421e-05,0,0,23,-0.06813898558182928,-172.52791149319174,2532,0,0,0.0,0,80.64583333333333,0.0,6.1388313859043055,0.9707602339181286,41,171,1.5112961843594772,147,88,1.8227848101265824,1.091190906742444,0.0,30.121951219512194,0
policy,none,0.0,42,6332599,16,9.759533085868229e-05,0,0,16,-0.02546432986524009,-58.97538796789605,2316,0,0,0.0,0,51.266666666666666,0.0,3.059347989982338,0.9722222222222222,18,144,0.7997602538824289,46,28,0.8972691807542262,0.5461638491547465,0.0,63.30555555555556,0
policy,none,0.0,43,6340518,15,9.792926009139699e-05,0,0,15,-0.028853611567991624,-72.13402891997906,2500,0,0,0.0,0,51.9,0.0,2.6041380257822695,0.9848484848484849,22,132,0.6143467874547079,102,54,1.9653179190751446,1.0404624277456647,0.0,68.27777777777777,0
policy,none,0.0,44,6348437,27,6.268754082667058e-05,0,0,27,-0.14713566306955744,-581.0387334616823,3949,40,195,0.009875917953912383,3,147.76388888888889,0.02030266002443839,5.749858777102239,0.9828326180257511,46,233,0.7099261572084489,174,94,1.1775542814174265,0.6361500140990695,0.0,44.875,0
policy,none,0.0,45,6356356,21,9.49900608757535e-05,0,0,21,-0.03759274342846212,-108.37987930425628,2883,0,0,0.0,0,83.84583333333333,0.0,4.158118125059537,0.9655172413793104,32,174,0.8739552852748316,129,59,1.538537991353178,0.7036724146499032,0.0,41.768115942028984,0
policy,none,0.0,46,6364275,28,8.21596581286479e-05,0,0,28,-0.2025551212748809,-653.8479314753156,3228,44,200,0.012391573729863693,4,125.22361111111111,0.031942857776644004,7.952577364570177,0.9596412556053812,56,223,1.2734975338139747,218,84,1.7408857488270981,0.6708000133095241,0.0,28.168141592920353,0
policy,none,0.0,47,6372194,20,6.907355148350297e-05,0,0,20,-0.028099436222925506,-87.16445116351493,3102,0,0,0.0,0,85.93888888888888,0.0,4.216758652652331,0.9817073170731707,36,164,0.6674373205245466,96,49,1.117072855388196,0.5701726032710582,0.0,50.622950819672134,0
policy,none,0.0,48,6380113,18,7.08822540889503e-05,0,0,18,-0.030221809468611006,-105.20211876023491,3481,0,0,0.0,0,86.77083333333333,0.0,7.461436026353308,0.9726775956284153,34,183,0.6135272355876759,171,43,1.9707082833133254,0.49555822328931576,0.0,50.705882352941174,0
policy,none,0.0,49,6388032,17,4.9499798499020196e-05,0,0,17,-0.026366402650453338,-91.35958518382081,3465,0,0,0.0,0,81.625,0.0,2.540464799836978,1.0,21,135,0.4638830061313472,200,33,2.450229709035222,0.40428790199081166,0.0,75.84444444444445,0
policy,none,0.0,50,6395951,16,6.647018006643115e-05,0,0,16,-0.01706062984711198,-45.193608464999635,2649,0,0,0.0,0,58.68611111111111,0.0,2.0914705632800468,0.9923076923076923,15,130,0.33522428983802005,59,26,1.0053486060491315,0.4430349789369054,0.0,82.61290322580645,0
policy,none,0.0,51,6403870,22,5.549489229554871e-05,0,0,22,-0.032984802870505585,-115.8096428783451,3511,0,0,0.0,0,107.04305555555555,0.0,5.681121305186901,0.9824561403508771,32,171,0.611181038014671,180,44,1.6815663479129634,0.4110495517120577,0.0,67.26923076923077,0
policy,none,0.0,52,6411789,28,8.284697292497762e-05,0,0,28,-0.05472583274885784,-200.1323703625731,3657,0,0,0.0,0,141.85694444444445,0.0,8.108267375587864,0.9652509652509652,66,259,0.9973797896734907,259,90,1.8257830169282434,0.6344419749943703,0.0,27.253731343283583,0
policy,none,0.0,53,6419708,16,5.4481345893675785e-05,0,0,16,-0.1275544482799483,-426.41452059986716,3343,33,163,0.0097517200119653,2,74.08472222222223,0.026996119307849495,4.493400721122329,0.9795918367346939,25,147,0.6205505822659141,112,28,1.5117826812395718,0.37794567030989296,0.0,75.3409090909091,0
policy,none,0.0,54,6427627,24,7.184591920353233e-05,0,0,24,-0.14788445515066825,-492.30735119657464,3329,28,137,0.008230699909882847,3,110.69305555555556,0.027101971166514006,5.2779078908503525,0.9847715736040609,45,197,1.030593446956525,232,124,2.0958857702104168,1.1202148082159122,0.0,44.21333333333333,0
policy,none,0.0,55,6435546,25,6.836864789355187e-05,0,0,25,-0.19893035957610258,-673.7771278842595,3387,46,204,0.01204605845881311,6,117.29861111111111,0.051151500799242196,6.664179110396838,0.9681818181818181,44,220,1.0621753504106088,187,99,1.5942217749097152,0.8439997631874963,0.0,39.093023255813954,0
policy,none,0.0,56,6443465,20,8.033695135756385e-05,0,0,20,-0.03952032808757886,-117.81009802907259,2981,0,0,0.0,0,82.56805555555556,0.0,4.383106005158499,0.9883040935672515,41,171,0.8532214186289941,169,61,2.046796413732779,0.738784504365086,0.0,42.220588235294116,0
policy,none,0.0,57,6451384,17,7.579433222005831e-05,0,0,17,-0.02861907817450638,-75.69746177156938,2645,0,0,0.0,0,62.25972222222222,0.0,4.610009582643589,0.9710144927536232,22,138,0.6350271641543827,37,29,0.5942846944921587,0.4657907064938541,0.0,66.41025641025641,0
policy,none,0.0,58,6459303,30,8.431866422770268e-05,0,0,30,-0.22014507472365083,-831.9282373806765,3779,44,199,0.010531886742524477,5,157.0875,0.03182939444577067,8.33934398337948,0.9812734082397003,60,267,1.624747381914803,349,212,2.2216917323147927,1.3495663245006764,0.0,26.82857142857143,0
policy,none,0.0,59,6467222,25,5.033751083768813e-05,0,0,25,-0.06115698835197424,-282.484129197769,4619,9,40,0.0017319766183156527,1,160.05,0.006248047485160887,7.011865832478466,0.9790794979079498,52,239,0.722902702340468,202,115,1.262105592002499,0.718525460793502,0.0,48.03157894736842,0
policy,none,0.0,60,6475141,29,8.477257044192606e-05,0,0,29,-0.06647001489345364,-222.54160986328276,3348,8,36,0.002150537634408602,1,134.50972222222222,0.0074344068479147525,3.738848850419472,0.9959183673469387,45,245,0.5459314399963093,158,85,1.174636281970531,0.6319245820727539,0.0,36.97752808988764,0
policy,none,0.0,61,6483060,29,9.68283710221396e-05,0,0,29,-0.16133228119914023,-546.432436421488,3387,30,126,0.007440212577502214,5,136.05138888888888,0.036750819237012164,5.894851106195161,0.9849624060150376,58,266,1.3076307263710472,307,154,2.256500301152547,1.1319252324999745,0.0,26.232558139534884,0
policy,none,0.0,62,6490979,27,6.546765824304334e-05,0,0,27,-0.040625137667567486,-152.10051542737267,3744,0,0,0.0,0,140.075,0.0,4.962797428414819,0.9914529914529915,42,234,0.8881399971010261,154,57,1.0994110298054613,0.4069248616812422,0.0,46.01234567901235,0
policy,none,0.0,63,6498898,26,5.920676951901523e-05,0,0,26,-0.12498969564169589,-488.9596893503143,3912,30,141,0.007208588957055215,3,140.96944444444443,0.02128120751147806,5.802336469469221,0.9813084112149533,45,214,0.87327453377313,192,77,1.361997280734596,0.5462176594612702,0.0,43.89887640449438,0
policy,none,0.0,64,6506817,30,7.89462932625641e-05,0,0,30,-0.40247166648455135,-1501.2193159873766,3730,119,557,0.029865951742627347,12,155.05277777777778,0.07739300238270123,9.023229242197166,0.9541984732824428,50,262,1.0732712205234338,306,164,1.9735215607588814,1.0577043658969167,0.0,38.154639175257735,0
policy,none,0.0,65,6514736,29,5.728458187301982e-05,0,0,29,-0.1475949357525138,-578.4245532141016,3919,31,141,0.007195713192140852,4,157.53472222222223,0.025391227683491294,9.905421896231381,0.9867256637168141,55,226,1.3204979116635485,208,111,1.3203438395415472,0.7046065682168834,0.0,35.13636363636363,0
policy,none,0.0,66,6522655,26,6.11177943023936e-05,0,0,26,-0.131774934758939,-577.3059891789118,4381,41,197,0.008993380506733623,4,157.86944444444444,0.02533739200816427,6.503462883159164,0.9833333333333333,52,240,0.6019854695960528,193,65,1.222529164393926,0.4117326201326694,0.0,47.29347826086956,0
policy,none,0.0,67,6530574,19,5.628115579439591e-05,0,0,19,-0.12060494120799128,-413.9161582258261,3432,30,145,0.00844988344988345,3,90.33194444444445,0.03321084272513415,5.848287450888896,0.9763313609467456,36,169,0.718815434692605,98,74,1.084887529021049,0.8192007872199757,0.0,54.78333333333333,0
policy,none,0.0,68,6538493,19,9.536760240371122e-05,0,0,19,-0.12559143132769668,-339.4736388787641,2703,16,75,0.005549389567147614,1,71.10555555555555,0.014063598718649895,3.124905754092897,0.9875776397515528,27,161,1.0093370105672401,109,65,1.5329322603328386,0.9141339167122432,0.0,56.145833333333336,0
policy,none,0.0,69,6546412,15,8.099109893422256e-05,0,0,15,-0.05285280819338447,-147.089365202189,2783,8,38,0.0027308659719726914,1,57.794444444444444,0.017302701143900798,2.8369844937813586,0.9924812030075187,17,133,0.4292411056491474,81,36,1.4015187926559647,0.6228972411804288,0.0,89.2258064516129,0
policy,none,0.0,70,6554331,20,4.159065409301195e-05,0,0,20,-0.03124360070489498,-140.7524211755519,4505,0,0,0.0,0,124.87638888888888,0.0,4.234438488531483,0.9947089947089947,28,189,0.4367816015486607,220,103,1.7617421672542848,0.824815651032688,0.0,90.73469387755102,0
policy,none,0.0,71,6562250,16,7.533981935524961e-05,0,0,16,-0.05408852958337337,-141.11697368302111,2609,8,37,0.0028363357608279034,2,57.78472222222222,0.03461122461242639,2.522901987410597,0.9784172661870504,27,139,0.463915561668715,65,42,1.1248647999038577,0.7268357168609543,0.0,61.92857142857143,0
policy,none,0.0,72,6570169,20,8.4356759256604e-05,0,0,20,-0.12343816875249841,-383.89270482027007,3110,23,103,0.0066237942122186495,3,86.1361111111111,0.03482859814892451,5.064654004108586,0.9945054945054945,41,182,0.7763384337029531,157,61,1.8226966364603825,0.7081814956947984,0.0,45.22727272727273,0
policy,none,0.0,73,6578088,19,4.62181382515503e-05,0,0,19,-0.015022888974044293,-56.68136009906912,3773,0,0,0.0,0,99.35416666666667,0.0,2.6478761873301306,0.9868421052631579,20,152,0.30586506065123104,49,21,0.4931851541203606,0.21136506605158314,0.0,93.35897435897436,0
policy,none,0.0,74,6586007,20,6.611352719907007e-05,0,0,20,-0.028185639110247,-90.39134462656213,3207,0,0,0.0,0,88.84861111111111,0.0,3.2581887100257703,1.0,25,169,0.5584255264987155,122,33,1.3731221959950604,0.37141829891669664,0.0,63.88,0
policy,none,0.0,75,6593926,16,9.157729387656869e-05,0,0,16,-0.026990259465431474,-66.34205776603056,2458,0,0,0.0,0,54.42916666666667,0.0,2.055209853319377,0.9856115107913669,21,139,0.43165852018894746,79,42,1.4514276965475006,0.7716451044936079,0.0,56.04761904761905,0
policy,none,0.0,76,6601845,23,9.431564691957315e-05,0,0,23,-0.0986519357385628,-296.8436746373355,3009,13,52,0.003456297773346627,2,95.82222222222222,0.020871985157699443,4.266649839401951,0.9767441860465116,41,215,0.8570659184522519,186,92,1.9410946196660481,0.9601113172541744,0.0,44.25,0
policy,none,0.0,77,6609764,21,4.596113417619698e-05,0,0,21,-0.05750496750415279,-223.57931365614607,3888,12,54,0.002777777777777778,1,113.15833333333333,0.00883717504970911,8.72830306129322,0.9770114942528736,29,174,0.5545384107899087,136,34,1.201855806760439,0.30046395169010975,0.0,66.82456140350877,0
policy,none,0.0,78,6617683,27,9.822531180978729e-05,0,0,27,-0.14983763259522984,-461.79958365849836,3082,25,114,0.007397793640493186,3,115.26527777777778,0.026026918581532936,6.757090329146008,0.9775784753363229,58,223,1.237341894225656,260,167,2.255666277066188,1.4488318010386667,0.0,28.457943925233646,0
policy,none,0.0,79,6625602,30,8.365525397420205e-05,0,0,30,-0.9150332595862982,-3111.1130825934138,3400,271,1319,0.07758823529411765,14,141.32361111111112,0.09906341827759378,9.070594136860258,0.9473684210526315,58,247,1.9004368875580642,333,125,2.356294163317052,0.8844948060499445,0.0,27.227642276422763,0
policy,none,0.0,80,6633521,28,9.439240867349163e-05,0,0,28,-0.19473182854245727,-649.0411845320101,3333,36,159,0.00954095409540954,5,129.2722222222222,0.0386780695345739,9.69424493077873,0.9717741935483871,66,248,1.751805437172288,361,159,2.7925566203962355,1.22996261119945,0.0,24.448529411764707,0
policy,none,0.0,81,6641440,25,8.868914354957028e-05,0,0,25,-0.07303415634489463,-246.63634597670915,3377,7,30,0.0017767249037607344,1,116.93472222222222,0.008551779839179029,8.881350543775422,0.9568965517241379,60,232,1.0452356269894838,179,86,1.5307685912130462,0.7354530661693965,0.0,29.991071428571427,0
policy,none,0.0,82,6649359,21,7.808406955517746e-05,0,0,21,-0.24280892136267385,-701.9605916594901,2891,52,253,0.0175025942580422,6,84.08194444444445,0.07135895868778803,8.330600294018899,0.9651162790697675,35,172,1.6408095627739439,130,101,1.5461107715687408,1.2012091379110985,0.0,44.21875,0
policy,none,0.0,83,6657278,23,8.687141170215955e-05,0,0,23,-0.04779364837279433,-139.70083419367782,2923,0,0,0.0,0,93.09027777777777,0.0,4.587806894645401,0.9607843137254902,47,204,0.877518243335032,227,65,2.4384930995897056,0.6982469227900038,0.0,33.81395348837209,0
policy,none,0.0,84,6665197,26,5.6706649513614586e-05,0,0,26,-0.5218422366164676,-2103.0242135643643,4030,175,841,0.04173697270471464,12,145.23333333333332,0.08262565985770026,8.013698505778354,0.9858490566037735,48,212,1.3422311500212705,212,169,1.4597199908193712,1.163644709662612,0.0,43.71739130434783,0
policy,none,0.0,85,6673116,30,8.151157867539578e-05,0,0,30,-0.08287242621148391,-277.6226278084711,3350,10,37,0.002208955223880597,2,139.24722222222223,0.014362943605497815,6.005224383238027,0.987603305785124,55,242,0.9087414002379097,271,89,1.9461788585449538,0.6391509904446527,0.0,30.796296296296298,0
policy,none,0.0,86,6681035,22,7.037628509925817e-05,0,0,22,-0.0644204081512942,-214.1978571030532,3325,9,40,0.002406015037593985,1,101.30694444444444,0.009870991623366831,5.835932312133464,0.9665071770334929,41,209,0.9737684233560757,139,51,1.3720678356479896,0.5034205727917084,0.0,39.646341463414636,0
policy,none,0.0,87,6688954,23,8.954794764748432e-05,0,0,23,-0.039835299922432094,-130.73945434542213,3282,0,0,0.0,0,104.54027777777777,0.0,9.497004743607746,0.9354838709677419,49,217,0.6948899416892459,145,85,1.3870252029387928,0.8130837396537751,0.0,34.4,0
policy,none,0.0,88,6696873,21,4.539166420437629e-05,0,0,21,-0.05134963913948132,-211.40646433724459,4117,9,41,0.0019917415593879036,1,119.83055555555555,0.008345116947541668,6.261986374471971,0.9664804469273743,32,179,0.5097828597972925,112,79,0.9346530981246668,0.6592642388557918,0.0,70.5,0
policy,none,0.0,89,6704792,21,9.768409736156641e-05,0,0,21,-0.03560218758572304,-106.55734744406907,2993,0,0,0.0,0,87.03055555555555,0.0,4.959322293293699,0.9842931937172775,41,191,0.8514025868342082,157,67,1.8039641249880312,0.7698445628929814,0.0,37.73076923076923,0
policy,none,0.0,90,6712711,23,8.282069014268143e-05,0,0,23,-0.0853800992730079,-252.21281325246534,2954,12,50,0.003385240352064997,3,94.10138888888889,0.03188050713621537,5.383159700449213,0.9788359788359788,35,189,0.6929056316725074,123,83,1.3071007925848301,0.8820273641019586,0.0,45.13846153846154,0
