policy,delay,delay_mean_s,episode,episode_seed,n_ac,rho,los_pairs,los_seconds,n_aircraft,mean_episode_reward,ep_reward_total,ep_length,ep_los_steps,ep_los_seconds,ep_los_fraction,ep_los_events,ep_flight_hours,ep_los_events_per_fh,ep_exit_deviation_nm,ep_arrival_rate,ep_manoeuvred_exits,ep_exits,ep_mean_drift_deg,ep_turns,ep_speed_changes,ep_turns_per_fh,ep_speed_changes_per_fh,ep_delay_mean_s,ep_focus_hold_steps,ep_discarded
policy,lognormal,15.0,0,6000001,27,5.211004327558727e-05,0,0,27,-0.1001259561481488,-423.7330464189657,4232,5,24,0.0011342155009451795,1,158.36388888888888,0.006314570872287805,6.962280728104528,0.9793388429752066,44,242,1.1116399862160975,498,204,3.1446562943993266,1.2881724579467122,14.14406779661017,48.11494252873563,465
policy,lognormal,15.0,1,6007920,25,8.539162499599113e-05,0,0,25,-0.124028172819562,-425.04454825263895,3427,12,57,0.00332652465713452,2,118.66944444444445,0.01685353807261066,11.41030343493584,0.9570815450643777,50,233,0.9783533409414772,426,207,3.5898036094660704,1.744341190515203,14.899543378995434,38.48863636363637,411
policy,lognormal,15.0,2,6015839,22,9.089051767727325e-05,0,0,22,-0.4033757098074415,-1162.5287956650463,2882,78,363,0.025190839694656488,9,87.79583333333333,0.10251055953680414,10.187897277710727,0.9476439790575916,43,191,2.4290317324824353,492,203,5.603910588011959,2.3121826206634712,15.25,34.98765432098765,467
policy,lognormal,15.0,3,6023758,16,5.614090721424542e-05,0,0,16,-0.23551057206177273,-768.4709966375644,3263,48,229,0.014036163040147103,4,72.31388888888888,0.055314408635193796,11.066185424450365,0.9647887323943662,27,142,2.1463845577393337,262,98,3.623093765605194,1.355203011562248,15.824561403508772,55.28813559322034,245
policy,lognormal,15.0,4,6031677,30,9.161027245685475e-05,0,0,30,-0.28194403255401385,-1044.6026406126214,3705,58,275,0.014844804318488529,5,153.9763888888889,0.032472511117324986,11.910587758198362,0.9407665505226481,69,287,1.7226599407543608,627,272,4.072052894112553,1.7665046047824793,14.186544342507645,26.435714285714287,567
policy,lognormal,15.0,5,6039596,30,6.367204922456714e-05,0,0,30,-0.21543928792669853,-846.0300836881452,3927,42,200,0.010185892538833716,6,163.2736111111111,0.03674813069404629,8.762313385099667,0.9762845849802372,63,253,1.6218949909214992,626,284,3.8340549690788297,1.7394115195181912,15.08108108108108,31.136,614
policy,lognormal,15.0,6,6047515,18,6.0776304890689046e-05,0,0,18,-0.08970923232148806,-275.7661801562543,3074,11,49,0.003188028627195836,1,76.63472222222222,0.013048915308914947,3.1060859823202494,0.9870967741935484,22,155,0.6190511092628811,223,103,2.909908113888033,1.3440382768182395,15.178571428571429,82.72972972972973,213
policy,lognormal,15.0,7,6055434,15,5.9676586015687395e-05,0,0,15,-0.04185154030937194,-117.35171902747892,2804,0,0,0.0,0,58.24027777777778,0.0,3.8599005370440325,0.9921259842519685,22,127,0.7308024240018612,198,75,3.3997090596904584,1.2877685832160828,14.563829787234043,74.45945945945945,177
policy,lognormal,15.0,8,6063353,27,5.582844963546904e-05,0,0,27,-0.5720993928464104,-2343.8912124917433,4097,174,844,0.04120087869172565,5,153.31527777777777,0.03261253589643708,9.618093642305583,0.9741379310344828,49,232,1.6732637195898707,566,291,3.691739063476678,1.8980495891726383,15.069686411149826,42.252631578947366,570
policy,lognormal,15.0,9,6071272,25,6.935106141067473e-05,0,0,25,-0.12861856441479996,-485.79231779469944,3777,16,73,0.003865501720942547,1,130.8361111111111,0.0076431498269675805,8.217090838439432,0.9730941704035875,52,223,1.1048834807604764,547,234,4.1808029553512664,1.788497059510414,14.421818181818182,35.371428571428574,506
